index,vehicleplatenumber,device_num,direction_angle,lng,lng_xiu,lngx,lng_hou,lng_cha,lat,lat_hou,lat_xiu,latx,lat_cha,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,gps_spee_hou,speed_add,mileage,mileage_hou,mileage_add,s,year,month,day,hour,minute,second
0,AA00004,AAA9101004,0,115.92313,,115923130,115923106,-24,28.651311,28651248,,28651311,-63,1,0,0,0,0,2018-08-01 00:06:38,0,0,0,5559,5559,0,,2018,8,1,0,6,38
1,AA00004,AAA9101004,0,115.923106,,115923106,115923108,2,28.651248,28651248,,28651248,0,1,0,0,0,0,2018-08-01 00:06:39,0,0,0,5559,5559,0,,2018,8,1,0,6,39
2,AA00004,AAA9101004,0,115.923108,,115923108,115923110,2,28.651248,28651243,,28651248,-5,1,0,0,0,0,2018-08-01 00:06:40,0,0,0,5559,5559,0,,2018,8,1,0,6,40
3,AA00004,AAA9101004,0,115.92311,,115923110,115923113,3,28.651243,28651246,,28651243,3,1,0,0,0,0,2018-08-01 00:06:41,0,0,0,5559,5559,0,,2018,8,1,0,6,41
4,AA00004,AAA9101004,0,115.923113,,115923113,115923121,8,28.651246,28651245,,28651246,-1,1,0,0,0,0,2018-08-01 00:06:42,0,0,0,5559,5559,0,,2018,8,1,0,6,42
5,AA00004,AAA9101004,0,115.923121,,115923121,115923145,24,28.651245,28651281,,28651245,36,1,0,0,0,0,2018-08-01 00:06:43,0,0,0,5559,5559,0,,2018,8,1,0,6,43
6,AA00004,AAA9101004,0,115.923145,,115923145,115923178,33,28.651281,28651346,,28651281,65,1,0,0,0,0,2018-08-01 00:06:44,0,0,0,5559,5559,0,,2018,8,1,0,6,44
7,AA00004,AAA9101004,0,115.923178,,115923178,115923175,-3,28.651346,28651346,,28651346,0,1,0,0,0,0,2018-08-01 00:06:45,0,0,0,5559,5559,0,,2018,8,1,0,6,45
8,AA00004,AAA9101004,0,115.923175,,115923175,115923175,0,28.651346,28651346,,28651346,0,1,0,0,0,0,2018-08-01 00:06:46,0,0,0,5559,5559,0,,2018,8,1,0,6,46
9,AA00004,AAA9101004,0,115.923175,,115923175,115923171,-4,28.651346,28651353,,28651346,7,1,0,0,0,0,2018-08-01 00:06:47,0,0,0,5559,5559,0,,2018,8,1,0,6,47
