index,vehicleplatenumber,device_num,direction_angle,lng,lng_xiu,lngx,lng_hou,lng_cha,lat,lat_hou,lat_xiu,latx,lat_cha,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,gps_spee_hou,speed_add,mileage,mileage_hou,mileage_add,s,year,month,day,hour,minute,second
27140,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 00:59:55,0,0,0,5860,5860,0,,2018,8,3,0,59,55
27141,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 00:59:57,0,0,0,5860,5860,0,,2018,8,3,0,59,57
27142,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 00:59:59,0,0,0,5860,5860,0,,2018,8,3,0,59,59
27143,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:00,0,0,0,5860,5860,0,,2018,8,3,1,0,0
27144,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:01,0,0,0,5860,5860,0,,2018,8,3,1,0,1
27145,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:02,0,0,0,5860,5860,0,,2018,8,3,1,0,2
27146,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:03,0,0,0,5860,5860,0,,2018,8,3,1,0,3
27147,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:04,0,0,0,5860,5860,0,,2018,8,3,1,0,4
27148,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:05,0,0,0,5860,5860,0,,2018,8,3,1,0,5
27149,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:06,0,0,0,5860,5860,0,,2018,8,3,1,0,6
27150,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:07,0,0,0,5860,5860,0,,2018,8,3,1,0,7
27151,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:08,0,0,0,5860,5860,0,,2018,8,3,1,0,8
27152,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:09,0,0,0,5860,5860,0,,2018,8,3,1,0,9
27153,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:10,0,0,0,5860,5860,0,,2018,8,3,1,0,10
27154,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:11,0,0,0,5860,5860,0,,2018,8,3,1,0,11
27155,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:12,0,0,0,5860,5860,0,,2018,8,3,1,0,12
27156,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:13,0,0,0,5860,5860,0,,2018,8,3,1,0,13
27157,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:14,0,0,0,5860,5860,0,,2018,8,3,1,0,14
27158,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:15,0,0,0,5860,5860,0,,2018,8,3,1,0,15
27159,AA00004,AAA9101004,0,115.923255,,115923255,115923255,0,28.652301,28652301,,28652301,0,1,0,0,0,0,2018-08-03 01:00:16,0,0,0,5860,5860,0,,2018,8,3,1,0,16
