index,vehicleplatenumber,device_num,direction_angle,lng,lng_xiu,lngx,lng_hou,lng_cha,lat,lat_hou,lat_xiu,latx,lat_cha,acc_state,right_turn_signals,left_turn_signals,hand_brake,foot_brake,location_time,gps_speed,gps_spee_hou,speed_add,mileage,mileage_hou,mileage_add,s,year,month,day,hour,minute,second
13459,AA00004,AAA9101004,331,115.858776,,115858776,115858675,-101,29.42071,29422350,29040990,29040990,1640,1,0,0,0,0,2018-08-02 00:00:00,75,74,-1,5671,5671,0,,2018,8,2,0,0,0
13460,AA00004,AAA9101004,331,115.858675,,115858675,115858573,-102,29.42235,29424000,29041169,29041169,1650,1,0,0,0,0,2018-08-02 00:00:01,74,75,1,5671,5671,0,,2018,8,2,0,0,1
13461,AA00004,AAA9101004,330,115.858573,,115858573,115858466,-107,29.424,29425660,29041348,29041348,1660,1,0,0,0,0,2018-08-02 00:00:02,75,77,2,5671,5672,1,,2018,8,2,0,0,2
13462,AA00004,AAA9101004,330,115.858466,,115858466,115858355,-111,29.42566,29427360,29041527,29041527,1700,1,0,0,0,0,2018-08-02 00:00:03,77,78,1,5672,5672,0,,2018,8,2,0,0,3
13463,AA00004,AAA9101004,330,115.858355,,115858355,115858241,-114,29.42736,29429080,29041706,29041706,1720,1,0,0,0,0,2018-08-02 00:00:04,78,79,1,5672,5672,0,,2018,8,2,0,0,4
13464,AA00004,AAA9101004,329,115.858241,,115858241,115858123,-118,29.42908,29430810,29041885,29041885,1730,1,0,0,0,0,2018-08-02 00:00:05,79,80,1,5672,5672,0,,2018,8,2,0,0,5
13465,AA00004,AAA9101004,329,115.858123,,115858123,115857890,-233,29.43081,29434330,29042064,29042064,3520,1,0,0,0,0,2018-08-02 00:00:06,80,82,2,5672,5672,0,,2018,8,2,0,0,6
13466,AA00004,AAA9101004,330,115.85789,,115857890,115857773,-117,29.43433,29436110,29042243,29042243,1780,1,0,0,0,0,2018-08-02 00:00:08,82,83,1,5672,5672,0,,2018,8,2,0,0,8
13467,AA00004,AAA9101004,330,115.857773,,115857773,115857656,-117,29.43611,29437930,29042422,29042422,1820,1,0,0,0,0,2018-08-02 00:00:09,83,83,0,5672,5672,0,,2018,8,2,0,0,9
13468,AA00004,AAA9101004,330,115.857656,,115857656,115857541,-115,29.43793,29439750,29042601,29042601,1820,1,0,0,0,0,2018-08-02 00:00:10,83,82,-1,5672,5672,0,,2018,8,2,0,0,10
13469,AA00004,AAA9101004,330,115.857541,,115857541,115857430,-111,29.43975,29441530,29042780,29042780,1780,1,0,0,0,0,2018-08-02 00:00:11,82,81,-1,5672,5672,0,,2018,8,2,0,0,11
13470,AA00004,AAA9101004,331,115.85743,,115857430,115857320,-110,29.44153,29443330,29042959,29042959,1800,1,0,0,0,0,2018-08-02 00:00:12,81,81,0,5672,5672,0,,2018,8,2,0,0,12
13471,AA00004,AAA9101004,331,115.85732,,115857320,115857210,-110,29.44333,29445130,29043138,29043138,1800,1,0,0,0,0,2018-08-02 00:00:13,81,82,1,5672,5672,0,,2018,8,2,0,0,13
13472,AA00004,AAA9101004,331,115.85721,,115857210,115857098,-112,29.44513,29447000,29043317,29043317,1870,1,0,0,0,0,2018-08-02 00:00:14,82,83,1,5672,5672,0,,2018,8,2,0,0,14
13473,AA00004,AAA9101004,331,115.857098,,115857098,115856983,-115,29.447,29448880,29043496,29043496,1880,1,0,0,0,0,2018-08-02 00:00:15,83,84,1,5672,5672,0,,2018,8,2,0,0,15
13474,AA00004,AAA9101004,331,115.856983,,115856983,115856870,-113,29.44888,29450730,29043675,29043675,1850,1,0,0,0,0,2018-08-02 00:00:16,84,83,-1,5672,5672,0,,2018,8,2,0,0,16
13475,AA00004,AAA9101004,331,115.85687,,115856870,115856758,-112,29.45073,29452580,29043854,29043854,1850,1,0,0,0,0,2018-08-02 00:00:17,83,82,-1,5672,5672,0,,2018,8,2,0,0,17
13476,AA00004,AAA9101004,332,115.856758,,115856758,115856656,-102,29.45258,29454410,29044033,29044033,1830,1,0,0,0,0,2018-08-02 00:00:18,82,81,-1,5672,5672,0,,2018,8,2,0,0,18
13477,AA00004,AAA9101004,334,115.856656,,115856656,115856565,-91,29.45441,29456260,29044212,29044212,1850,1,0,0,0,0,2018-08-02 00:00:19,81,80,-1,5672,5672,0,,2018,8,2,0,0,19
13478,AA00004,AAA9101004,336,115.856565,,115856565,115856480,-85,29.45626,29458100,29044391,29044391,1840,1,0,0,0,0,2018-08-02 00:00:20,80,79,-1,5672,5672,0,,2018,8,2,0,0,20
13479,AA00004,AAA9101004,338,115.85648,,115856480,115856405,-75,29.4581,29459910,29044570,29044570,1810,1,0,0,0,0,2018-08-02 00:00:21,79,77,-2,5672,5672,0,,2018,8,2,0,0,21
13480,AA00004,AAA9101004,339,115.856405,,115856405,115856338,-67,29.45991,29461730,29044749,29044749,1820,1,0,0,0,0,2018-08-02 00:00:22,77,77,0,5672,5672,0,,2018,8,2,0,0,22
13481,AA00004,AAA9101004,342,115.856338,,115856338,115856276,-62,29.46173,29463580,29044928,29044928,1850,1,0,0,0,0,2018-08-02 00:00:23,77,77,0,5672,5672,0,,2018,8,2,0,0,23
13482,AA00004,AAA9101004,344,115.856276,,115856276,115856223,-53,29.46358,29465450,29045107,29045107,1870,1,0,0,0,0,2018-08-02 00:00:24,77,78,1,5672,5672,0,,2018,8,2,0,0,24
13483,AA00004,AAA9101004,346,115.856223,,115856223,115856180,-43,29.46545,29467350,29045286,29045286,1900,1,0,0,0,0,2018-08-02 00:00:25,78,78,0,5672,5672,0,,2018,8,2,0,0,25
13484,AA00004,AAA9101004,348,115.85618,,115856180,115856146,-34,29.46735,29469250,29045465,29045465,1900,1,0,0,0,0,2018-08-02 00:00:26,78,78,0,5672,5672,0,,2018,8,2,0,0,26
13485,AA00004,AAA9101004,350,115.856146,,115856146,115856118,-28,29.46925,29471180,29045644,29045644,1930,1,0,0,0,0,2018-08-02 00:00:27,78,79,1,5672,5672,0,,2018,8,2,0,0,27
